QuestionKey,OrderIndex,OptionText,IsCorrect
kntt6-c4-10,1,Đúng,true
kntt6-c4-10,2,Sai,false
kntt6-c4-12,1,54 cm²,true
kntt6-c4-12,2,108 cm²,false
kntt6-c4-12,3,63 cm²,false
kntt6-c4-12,4,21 cm²,false
kntt6-c4-13,1,52 cm²,false
kntt6-c4-13,2,144 cm²,true
kntt6-c4-13,3,26 cm²,false
kntt6-c4-13,4,162 cm²,false
kntt6-c4-14,1,Đúng,false
kntt6-c4-14,2,Sai,true
kntt6-c4-16,1,45 cm²,false
kntt6-c4-16,2,42 cm²,true
kntt6-c4-16,3,31 cm²,false
kntt6-c4-16,4,84 cm²,false
kntt6-c5-01,1,2,true
kntt6-c5-01,2,3,false
kntt6-c5-01,3,4,false
kntt6-c5-01,4,1,false
kntt6-c5-02,1,Đúng,false
kntt6-c5-02,2,Sai,true
kntt6-c5-03,1,Đúng,true
kntt6-c5-03,2,Sai,false
kntt6-c5-05,1,1,false
kntt6-c5-05,2,2,false
kntt6-c5-05,3,3,false
kntt6-c5-05,4,4,true
kntt6-c5-06,1,Đúng,false
kntt6-c5-06,2,Sai,true
kntt6-c5-07,1,Đúng,true
kntt6-c5-07,2,Sai,false
kntt6-c5-09,1,4,false
kntt6-c5-09,2,1,false
kntt6-c5-09,3,3,true
kntt6-c5-09,4,2,false
kntt6-c5-10,1,Đúng,false
kntt6-c5-10,2,Sai,true
kntt6-c5-11,1,Đúng,false
kntt6-c5-11,2,Sai,true
kntt6-c5-13,1,4,false
kntt6-c5-13,2,1,false
kntt6-c5-13,3,3,false
kntt6-c5-13,4,2,true
kntt6-c5-14,1,Đúng,false
kntt6-c5-14,2,Sai,true
kntt6-c5-15,1,Đúng,true
kntt6-c5-15,2,Sai,false
kntt6-c6-02,1,2/7,true
kntt6-c6-02,2,Bằng nhau,false
kntt6-c6-02,3,1/7,false
kntt6-c6-03,1,10/14,false
kntt6-c6-03,2,14/10,false
kntt6-c6-03,3,5/7,true
kntt6-c6-03,4,7/9,false
kntt6-c6-04,1,Đúng,false
kntt6-c6-04,2,Sai,true
kntt6-c6-06,1,5/7,false
kntt6-c6-06,2,3/4,true
kntt6-c6-06,3,Bằng nhau,false
kntt6-c6-07,1,6/2,false
kntt6-c6-07,2,3/5,false
kntt6-c6-07,3,1/3,true
kntt6-c6-07,4,2/6,false
kntt6-c6-08,1,Đúng,true
kntt6-c6-08,2,Sai,false
kntt6-c6-10,1,3/5,false
kntt6-c6-10,2,Bằng nhau,false
kntt6-c6-10,3,5/8,true
kntt6-c6-11,1,5/28,true
kntt6-c6-11,2,6/11,false
kntt6-c6-11,3,20/7,false
kntt6-c6-12,1,Đúng,true
kntt6-c6-12,2,Sai,false
kntt6-c6-14,1,Bằng nhau,false
kntt6-c6-14,2,8/9,true
kntt6-c6-14,3,4/5,false
kntt6-c6-15,1,7/10,false
kntt6-c6-15,2,6/25,true
kntt6-c6-15,3,5/30,false
kntt6-c6-16,1,Đúng,true
kntt6-c6-16,2,Sai,false
kntt6-c7-01,1,"1,3",false
kntt6-c7-01,2,"-0,7",false
kntt6-c7-01,3,"0,4",false
kntt6-c7-01,4,"0,3",true
kntt6-c7-03,1,"31,8",false
kntt6-c7-03,2,"20,8",false
kntt6-c7-03,3,"19,8",true
kntt6-c7-03,4,"39,6",false
kntt6-c7-04,1,Đúng,true
kntt6-c7-04,2,Sai,false
kntt6-c7-05,1,"15,8",true
kntt6-c7-05,2,"16,8",false
kntt6-c7-05,3,"15,9",false
kntt6-c7-05,4,"14,8",false
kntt6-c7-07,1,"3,5",false
kntt6-c7-07,2,"12,5",false
kntt6-c7-07,3,5,false
kntt6-c7-07,4,"2,5",true
kntt6-c7-08,1,Đúng,true
kntt6-c7-08,2,Sai,false
kntt6-c7-09,1,"26,4",false
kntt6-c7-09,2,"28,4",false
kntt6-c7-09,3,"27,5",false
kntt6-c7-09,4,"27,4",true
kntt6-c7-11,1,"6,25",true
kntt6-c7-11,2,"11,25",false
kntt6-c7-11,3,"12,5",false
kntt6-c7-11,4,"7,25",false
kntt6-c7-12,1,Đúng,false
kntt6-c7-12,2,Sai,true
kntt6-c7-13,1,"17,6",true
kntt6-c7-13,2,"17,7",false
kntt6-c7-13,3,"18,6",false
kntt6-c7-13,4,"16,6",false
kntt6-c7-15,1,18,false
kntt6-c7-15,2,9,false
kntt6-c7-15,3,16,false
kntt6-c7-15,4,8,true
kntt6-c7-16,1,Đúng,false
kntt6-c7-16,2,Sai,true
kntt6-c8-01,1,Góc vuông,false
kntt6-c8-01,2,Góc bẹt,false
kntt6-c8-01,3,Góc tù,false
kntt6-c8-01,4,Góc nhọn,true
kntt6-c8-03,1,Đúng,true
kntt6-c8-03,2,Sai,false
kntt6-c8-04,1,61°,false
kntt6-c8-04,2,129°,false
kntt6-c8-04,3,180°,false
kntt6-c8-04,4,119°,true
kntt6-c8-05,1,Góc vuông,false
kntt6-c8-05,2,Góc nhọn,false
kntt6-c8-05,3,Góc tù,true
kntt6-c8-05,4,Góc bẹt,false
kntt6-c8-07,1,Đúng,false
kntt6-c8-07,2,Sai,true
kntt6-c8-08,1,57°,false
kntt6-c8-08,2,43°,false
kntt6-c8-08,3,90°,false
kntt6-c8-08,4,33°,true
kntt6-c8-09,1,Góc nhọn,true
kntt6-c8-09,2,Góc tù,false
kntt6-c8-09,3,Góc bẹt,false
kntt6-c8-09,4,Góc vuông,false
kntt6-c8-11,1,Đúng,true
kntt6-c8-11,2,Sai,false
kntt6-c8-12,1,90°,false
kntt6-c8-12,2,54°,false
kntt6-c8-12,3,46°,false
kntt6-c8-12,4,36°,true
kntt6-c8-13,1,Góc bẹt,false
kntt6-c8-13,2,Góc tù,true
kntt6-c8-13,3,Góc vuông,false
kntt6-c8-13,4,Góc nhọn,false
kntt6-c8-15,1,Đúng,true
kntt6-c8-15,2,Sai,false
kntt6-c8-16,1,22°,false
kntt6-c8-16,2,78°,false
kntt6-c8-16,3,68°,true
kntt6-c8-16,4,90°,false
kntt6-c9-02,1,11,false
kntt6-c9-02,2,32,false
kntt6-c9-02,3,45,false
kntt6-c9-02,4,34,true
kntt6-c9-03,1,Đúng,false
kntt6-c9-03,2,Sai,true
kntt6-c9-04,1,Thể dục,false
kntt6-c9-04,2,Toán,true
kntt6-c9-04,3,Anh,false
kntt6-c9-04,4,Văn,false
kntt6-c9-06,1,43,false
kntt6-c9-06,2,11,false
kntt6-c9-06,3,32,true
kntt6-c9-06,4,30,false
kntt6-c9-07,1,Đúng,true
kntt6-c9-07,2,Sai,false
kntt6-c9-08,1,Khoa học,false
kntt6-c9-08,2,Anh,false
kntt6-c9-08,3,Toán,true
kntt6-c9-08,4,Thể dục,false
kntt6-c9-10,1,10,false
kntt6-c9-10,2,36,true
kntt6-c9-10,3,34,false
kntt6-c9-10,4,46,false
kntt6-c9-11,1,Đúng,false
kntt6-c9-11,2,Sai,true
kntt6-c9-12,1,Văn,false
kntt6-c9-12,2,Anh,false
kntt6-c9-12,3,Khoa học,true
kntt6-c9-12,4,Thể dục,false
kntt6-c9-14,1,27,true
kntt6-c9-14,2,37,false
kntt6-c9-14,3,10,false
kntt6-c9-14,4,25,false
kntt6-c9-15,1,Đúng,false
kntt6-c9-15,2,Sai,true
kntt6-c9-16,1,Thể dục,false
kntt6-c9-16,2,Văn,true
kntt6-c9-16,3,Toán,false
kntt6-c9-16,4,Khoa học,false
