ExerciseKey,QuestionKey,Score
kntt6-ex-c3-lt,kntt6-c3-16,1
kntt6-ex-c3-bt,kntt6-c3-01,1
kntt6-ex-c3-bt,kntt6-c3-02,1
kntt6-ex-c3-bt,kntt6-c3-03,1
kntt6-ex-c3-bt,kntt6-c3-04,1
kntt6-ex-c3-bt,kntt6-c3-05,1
kntt6-ex-c3-bt,kntt6-c3-06,1
kntt6-ex-c3-bt,kntt6-c3-07,1
kntt6-ex-c3-bt,kntt6-c3-08,1
kntt6-ex-c3-kt15,kntt6-c3-01,1
kntt6-ex-c3-kt15,kntt6-c3-02,1
kntt6-ex-c3-kt15,kntt6-c3-03,1
kntt6-ex-c3-kt15,kntt6-c3-04,1
kntt6-ex-c3-kt15,kntt6-c3-05,1
kntt6-ex-c3-kt15,kntt6-c3-06,1
kntt6-ex-c3-kt15,kntt6-c3-07,1
kntt6-ex-c3-kt15,kntt6-c3-08,1
kntt6-ex-c3-kt15,kntt6-c3-09,1
kntt6-ex-c3-kt15,kntt6-c3-10,1
kntt6-ex-c3-kt45,kntt6-c3-01,1
kntt6-ex-c3-kt45,kntt6-c3-02,1
kntt6-ex-c3-kt45,kntt6-c3-03,1
kntt6-ex-c3-kt45,kntt6-c3-04,1
kntt6-ex-c3-kt45,kntt6-c3-05,1
kntt6-ex-c3-kt45,kntt6-c3-06,1
kntt6-ex-c3-kt45,kntt6-c3-07,1
kntt6-ex-c3-kt45,kntt6-c3-08,1
kntt6-ex-c3-kt45,kntt6-c3-09,1
kntt6-ex-c3-kt45,kntt6-c3-10,1
kntt6-ex-c3-kt45,kntt6-c3-11,1
kntt6-ex-c3-kt45,kntt6-c3-12,1
kntt6-ex-c3-kt45,kntt6-c3-13,1
kntt6-ex-c3-kt45,kntt6-c3-14,1
kntt6-ex-c3-kt45,kntt6-c3-15,1
kntt6-ex-c3-kt45,kntt6-c3-16,1
kntt6-ex-c4-lt,kntt6-c4-01,1
kntt6-ex-c4-lt,kntt6-c4-02,1
kntt6-ex-c4-lt,kntt6-c4-03,1
kntt6-ex-c4-lt,kntt6-c4-04,1
kntt6-ex-c4-lt,kntt6-c4-05,1
kntt6-ex-c4-lt,kntt6-c4-06,1
kntt6-ex-c4-lt,kntt6-c4-07,1
kntt6-ex-c4-lt,kntt6-c4-08,1
kntt6-ex-c4-lt,kntt6-c4-09,1
kntt6-ex-c4-lt,kntt6-c4-10,1
kntt6-ex-c4-lt,kntt6-c4-11,1
kntt6-ex-c4-lt,kntt6-c4-12,1
kntt6-ex-c4-lt,kntt6-c4-13,1
kntt6-ex-c4-lt,kntt6-c4-14,1
kntt6-ex-c4-lt,kntt6-c4-15,1
kntt6-ex-c4-lt,kntt6-c4-16,1
kntt6-ex-c4-bt,kntt6-c4-01,1
kntt6-ex-c4-bt,kntt6-c4-02,1
kntt6-ex-c4-bt,kntt6-c4-03,1
kntt6-ex-c4-bt,kntt6-c4-04,1
kntt6-ex-c4-bt,kntt6-c4-05,1
kntt6-ex-c4-bt,kntt6-c4-06,1
kntt6-ex-c4-bt,kntt6-c4-07,1
kntt6-ex-c4-bt,kntt6-c4-08,1
kntt6-ex-c4-kt15,kntt6-c4-01,1
kntt6-ex-c4-kt15,kntt6-c4-02,1
kntt6-ex-c4-kt15,kntt6-c4-03,1
kntt6-ex-c4-kt15,kntt6-c4-04,1
kntt6-ex-c4-kt15,kntt6-c4-05,1
kntt6-ex-c4-kt15,kntt6-c4-06,1
kntt6-ex-c4-kt15,kntt6-c4-07,1
kntt6-ex-c4-kt15,kntt6-c4-08,1
kntt6-ex-c4-kt15,kntt6-c4-09,1
kntt6-ex-c4-kt15,kntt6-c4-10,1
kntt6-ex-c4-kt45,kntt6-c4-01,1
kntt6-ex-c4-kt45,kntt6-c4-02,1
kntt6-ex-c4-kt45,kntt6-c4-03,1
kntt6-ex-c4-kt45,kntt6-c4-04,1
kntt6-ex-c4-kt45,kntt6-c4-05,1
kntt6-ex-c4-kt45,kntt6-c4-06,1
kntt6-ex-c4-kt45,kntt6-c4-07,1
kntt6-ex-c4-kt45,kntt6-c4-08,1
kntt6-ex-c4-kt45,kntt6-c4-09,1
kntt6-ex-c4-kt45,kntt6-c4-10,1
kntt6-ex-c4-kt45,kntt6-c4-11,1
kntt6-ex-c4-kt45,kntt6-c4-12,1
kntt6-ex-c4-kt45,kntt6-c4-13,1
kntt6-ex-c4-kt45,kntt6-c4-14,1
kntt6-ex-c4-kt45,kntt6-c4-15,1
kntt6-ex-c4-kt45,kntt6-c4-16,1
kntt6-ex-c5-lt,kntt6-c5-01,1
kntt6-ex-c5-lt,kntt6-c5-02,1
kntt6-ex-c5-lt,kntt6-c5-03,1
kntt6-ex-c5-lt,kntt6-c5-04,1
kntt6-ex-c5-lt,kntt6-c5-05,1
kntt6-ex-c5-lt,kntt6-c5-06,1
kntt6-ex-c5-lt,kntt6-c5-07,1
kntt6-ex-c5-lt,kntt6-c5-08,1
kntt6-ex-c5-lt,kntt6-c5-09,1
kntt6-ex-c5-lt,kntt6-c5-10,1
kntt6-ex-c5-lt,kntt6-c5-11,1
kntt6-ex-c5-lt,kntt6-c5-12,1
kntt6-ex-c5-lt,kntt6-c5-13,1
kntt6-ex-c5-lt,kntt6-c5-14,1
kntt6-ex-c5-lt,kntt6-c5-15,1
kntt6-ex-c5-lt,kntt6-c5-16,1
kntt6-ex-c5-bt,kntt6-c5-01,1
kntt6-ex-c5-bt,kntt6-c5-02,1
kntt6-ex-c5-bt,kntt6-c5-03,1
kntt6-ex-c5-bt,kntt6-c5-04,1
kntt6-ex-c5-bt,kntt6-c5-05,1
kntt6-ex-c5-bt,kntt6-c5-06,1
kntt6-ex-c5-bt,kntt6-c5-07,1
kntt6-ex-c5-bt,kntt6-c5-08,1
kntt6-ex-c5-kt15,kntt6-c5-01,1
kntt6-ex-c5-kt15,kntt6-c5-02,1
kntt6-ex-c5-kt15,kntt6-c5-03,1
kntt6-ex-c5-kt15,kntt6-c5-04,1
kntt6-ex-c5-kt15,kntt6-c5-05,1
kntt6-ex-c5-kt15,kntt6-c5-06,1
kntt6-ex-c5-kt15,kntt6-c5-07,1
kntt6-ex-c5-kt15,kntt6-c5-08,1
kntt6-ex-c5-kt15,kntt6-c5-09,1
kntt6-ex-c5-kt15,kntt6-c5-10,1
kntt6-ex-c5-kt45,kntt6-c5-01,1
kntt6-ex-c5-kt45,kntt6-c5-02,1
kntt6-ex-c5-kt45,kntt6-c5-03,1
kntt6-ex-c5-kt45,kntt6-c5-04,1
kntt6-ex-c5-kt45,kntt6-c5-05,1
kntt6-ex-c5-kt45,kntt6-c5-06,1
kntt6-ex-c5-kt45,kntt6-c5-07,1
kntt6-ex-c5-kt45,kntt6-c5-08,1
kntt6-ex-c5-kt45,kntt6-c5-09,1
kntt6-ex-c5-kt45,kntt6-c5-10,1
kntt6-ex-c5-kt45,kntt6-c5-11,1
kntt6-ex-c5-kt45,kntt6-c5-12,1
kntt6-ex-c5-kt45,kntt6-c5-13,1
kntt6-ex-c5-kt45,kntt6-c5-14,1
kntt6-ex-c5-kt45,kntt6-c5-15,1
kntt6-ex-c5-kt45,kntt6-c5-16,1
kntt6-ex-c6-lt,kntt6-c6-01,1
kntt6-ex-c6-lt,kntt6-c6-02,1
kntt6-ex-c6-lt,kntt6-c6-03,1
kntt6-ex-c6-lt,kntt6-c6-04,1
kntt6-ex-c6-lt,kntt6-c6-05,1
kntt6-ex-c6-lt,kntt6-c6-06,1
kntt6-ex-c6-lt,kntt6-c6-07,1
kntt6-ex-c6-lt,kntt6-c6-08,1
kntt6-ex-c6-lt,kntt6-c6-09,1
kntt6-ex-c6-lt,kntt6-c6-10,1
kntt6-ex-c6-lt,kntt6-c6-11,1
kntt6-ex-c6-lt,kntt6-c6-12,1
kntt6-ex-c6-lt,kntt6-c6-13,1
kntt6-ex-c6-lt,kntt6-c6-14,1
kntt6-ex-c6-lt,kntt6-c6-15,1
kntt6-ex-c6-lt,kntt6-c6-16,1
kntt6-ex-c6-bt,kntt6-c6-01,1
kntt6-ex-c6-bt,kntt6-c6-02,1
kntt6-ex-c6-bt,kntt6-c6-03,1
kntt6-ex-c6-bt,kntt6-c6-04,1
kntt6-ex-c6-bt,kntt6-c6-05,1
kntt6-ex-c6-bt,kntt6-c6-06,1
kntt6-ex-c6-bt,kntt6-c6-07,1
kntt6-ex-c6-bt,kntt6-c6-08,1
kntt6-ex-c6-kt15,kntt6-c6-01,1
kntt6-ex-c6-kt15,kntt6-c6-02,1
kntt6-ex-c6-kt15,kntt6-c6-03,1
kntt6-ex-c6-kt15,kntt6-c6-04,1
kntt6-ex-c6-kt15,kntt6-c6-05,1
kntt6-ex-c6-kt15,kntt6-c6-06,1
kntt6-ex-c6-kt15,kntt6-c6-07,1
kntt6-ex-c6-kt15,kntt6-c6-08,1
kntt6-ex-c6-kt15,kntt6-c6-09,1
kntt6-ex-c6-kt15,kntt6-c6-10,1
kntt6-ex-c6-kt45,kntt6-c6-01,1
kntt6-ex-c6-kt45,kntt6-c6-02,1
kntt6-ex-c6-kt45,kntt6-c6-03,1
kntt6-ex-c6-kt45,kntt6-c6-04,1
kntt6-ex-c6-kt45,kntt6-c6-05,1
kntt6-ex-c6-kt45,kntt6-c6-06,1
kntt6-ex-c6-kt45,kntt6-c6-07,1
kntt6-ex-c6-kt45,kntt6-c6-08,1
kntt6-ex-c6-kt45,kntt6-c6-09,1
kntt6-ex-c6-kt45,kntt6-c6-10,1
kntt6-ex-c6-kt45,kntt6-c6-11,1
kntt6-ex-c6-kt45,kntt6-c6-12,1
kntt6-ex-c6-kt45,kntt6-c6-13,1
kntt6-ex-c6-kt45,kntt6-c6-14,1
kntt6-ex-c6-kt45,kntt6-c6-15,1
kntt6-ex-c6-kt45,kntt6-c6-16,1
kntt6-ex-c7-lt,kntt6-c7-01,1
kntt6-ex-c7-lt,kntt6-c7-02,1
kntt6-ex-c7-lt,kntt6-c7-03,1
kntt6-ex-c7-lt,kntt6-c7-04,1
kntt6-ex-c7-lt,kntt6-c7-05,1
kntt6-ex-c7-lt,kntt6-c7-06,1
kntt6-ex-c7-lt,kntt6-c7-07,1
kntt6-ex-c7-lt,kntt6-c7-08,1
kntt6-ex-c7-lt,kntt6-c7-09,1
kntt6-ex-c7-lt,kntt6-c7-10,1
kntt6-ex-c7-lt,kntt6-c7-11,1
kntt6-ex-c7-lt,kntt6-c7-12,1
kntt6-ex-c7-lt,kntt6-c7-13,1
kntt6-ex-c7-lt,kntt6-c7-14,1
kntt6-ex-c7-lt,kntt6-c7-15,1
kntt6-ex-c7-lt,kntt6-c7-16,1
kntt6-ex-c7-bt,kntt6-c7-01,1
kntt6-ex-c7-bt,kntt6-c7-02,1
kntt6-ex-c7-bt,kntt6-c7-03,1
kntt6-ex-c7-bt,kntt6-c7-04,1
kntt6-ex-c7-bt,kntt6-c7-05,1
kntt6-ex-c7-bt,kntt6-c7-06,1
kntt6-ex-c7-bt,kntt6-c7-07,1
kntt6-ex-c7-bt,kntt6-c7-08,1
kntt6-ex-c7-kt15,kntt6-c7-01,1
kntt6-ex-c7-kt15,kntt6-c7-02,1
kntt6-ex-c7-kt15,kntt6-c7-03,1
kntt6-ex-c7-kt15,kntt6-c7-04,1
kntt6-ex-c7-kt15,kntt6-c7-05,1
kntt6-ex-c7-kt15,kntt6-c7-06,1
kntt6-ex-c7-kt15,kntt6-c7-07,1
kntt6-ex-c7-kt15,kntt6-c7-08,1
kntt6-ex-c7-kt15,kntt6-c7-09,1
kntt6-ex-c7-kt15,kntt6-c7-10,1
kntt6-ex-c7-kt45,kntt6-c7-01,1
kntt6-ex-c7-kt45,kntt6-c7-02,1
kntt6-ex-c7-kt45,kntt6-c7-03,1
kntt6-ex-c7-kt45,kntt6-c7-04,1
kntt6-ex-c7-kt45,kntt6-c7-05,1
kntt6-ex-c7-kt45,kntt6-c7-06,1
kntt6-ex-c7-kt45,kntt6-c7-07,1
kntt6-ex-c7-kt45,kntt6-c7-08,1
kntt6-ex-c7-kt45,kntt6-c7-09,1
kntt6-ex-c7-kt45,kntt6-c7-10,1
kntt6-ex-c7-kt45,kntt6-c7-11,1
kntt6-ex-c7-kt45,kntt6-c7-12,1
kntt6-ex-c7-kt45,kntt6-c7-13,1
kntt6-ex-c7-kt45,kntt6-c7-14,1
kntt6-ex-c7-kt45,kntt6-c7-15,1
kntt6-ex-c7-kt45,kntt6-c7-16,1
kntt6-ex-c8-lt,kntt6-c8-01,1
kntt6-ex-c8-lt,kntt6-c8-02,1
kntt6-ex-c8-lt,kntt6-c8-03,1
kntt6-ex-c8-lt,kntt6-c8-04,1
kntt6-ex-c8-lt,kntt6-c8-05,1
kntt6-ex-c8-lt,kntt6-c8-06,1
kntt6-ex-c8-lt,kntt6-c8-07,1
kntt6-ex-c8-lt,kntt6-c8-08,1
kntt6-ex-c8-lt,kntt6-c8-09,1
kntt6-ex-c8-lt,kntt6-c8-10,1
kntt6-ex-c8-lt,kntt6-c8-11,1
kntt6-ex-c8-lt,kntt6-c8-12,1
kntt6-ex-c8-lt,kntt6-c8-13,1
kntt6-ex-c8-lt,kntt6-c8-14,1
kntt6-ex-c8-lt,kntt6-c8-15,1
kntt6-ex-c8-lt,kntt6-c8-16,1
kntt6-ex-c8-bt,kntt6-c8-01,1
kntt6-ex-c8-bt,kntt6-c8-02,1
kntt6-ex-c8-bt,kntt6-c8-03,1
kntt6-ex-c8-bt,kntt6-c8-04,1
kntt6-ex-c8-bt,kntt6-c8-05,1
kntt6-ex-c8-bt,kntt6-c8-06,1
kntt6-ex-c8-bt,kntt6-c8-07,1
kntt6-ex-c8-bt,kntt6-c8-08,1
kntt6-ex-c8-kt15,kntt6-c8-01,1
kntt6-ex-c8-kt15,kntt6-c8-02,1
kntt6-ex-c8-kt15,kntt6-c8-03,1
kntt6-ex-c8-kt15,kntt6-c8-04,1
kntt6-ex-c8-kt15,kntt6-c8-05,1
kntt6-ex-c8-kt15,kntt6-c8-06,1
kntt6-ex-c8-kt15,kntt6-c8-07,1
kntt6-ex-c8-kt15,kntt6-c8-08,1
kntt6-ex-c8-kt15,kntt6-c8-09,1
kntt6-ex-c8-kt15,kntt6-c8-10,1
kntt6-ex-c8-kt45,kntt6-c8-01,1
kntt6-ex-c8-kt45,kntt6-c8-02,1
kntt6-ex-c8-kt45,kntt6-c8-03,1
kntt6-ex-c8-kt45,kntt6-c8-04,1
kntt6-ex-c8-kt45,kntt6-c8-05,1
kntt6-ex-c8-kt45,kntt6-c8-06,1
kntt6-ex-c8-kt45,kntt6-c8-07,1
kntt6-ex-c8-kt45,kntt6-c8-08,1
kntt6-ex-c8-kt45,kntt6-c8-09,1
kntt6-ex-c8-kt45,kntt6-c8-10,1
kntt6-ex-c8-kt45,kntt6-c8-11,1
kntt6-ex-c8-kt45,kntt6-c8-12,1
kntt6-ex-c8-kt45,kntt6-c8-13,1
kntt6-ex-c8-kt45,kntt6-c8-14,1
kntt6-ex-c8-kt45,kntt6-c8-15,1
kntt6-ex-c8-kt45,kntt6-c8-16,1
kntt6-ex-c9-lt,kntt6-c9-01,1
kntt6-ex-c9-lt,kntt6-c9-02,1
kntt6-ex-c9-lt,kntt6-c9-03,1
kntt6-ex-c9-lt,kntt6-c9-04,1
kntt6-ex-c9-lt,kntt6-c9-05,1
kntt6-ex-c9-lt,kntt6-c9-06,1
kntt6-ex-c9-lt,kntt6-c9-07,1
kntt6-ex-c9-lt,kntt6-c9-08,1
kntt6-ex-c9-lt,kntt6-c9-09,1
kntt6-ex-c9-lt,kntt6-c9-10,1
kntt6-ex-c9-lt,kntt6-c9-11,1
kntt6-ex-c9-lt,kntt6-c9-12,1
kntt6-ex-c9-lt,kntt6-c9-13,1
kntt6-ex-c9-lt,kntt6-c9-14,1
kntt6-ex-c9-lt,kntt6-c9-15,1
kntt6-ex-c9-lt,kntt6-c9-16,1
kntt6-ex-c9-bt,kntt6-c9-01,1
kntt6-ex-c9-bt,kntt6-c9-02,1
kntt6-ex-c9-bt,kntt6-c9-03,1
kntt6-ex-c9-bt,kntt6-c9-04,1
kntt6-ex-c9-bt,kntt6-c9-05,1
kntt6-ex-c9-bt,kntt6-c9-06,1
kntt6-ex-c9-bt,kntt6-c9-07,1
kntt6-ex-c9-bt,kntt6-c9-08,1
kntt6-ex-c9-kt15,kntt6-c9-01,1
kntt6-ex-c9-kt15,kntt6-c9-02,1
kntt6-ex-c9-kt15,kntt6-c9-03,1
kntt6-ex-c9-kt15,kntt6-c9-04,1
kntt6-ex-c9-kt15,kntt6-c9-05,1
kntt6-ex-c9-kt15,kntt6-c9-06,1
kntt6-ex-c9-kt15,kntt6-c9-07,1
kntt6-ex-c9-kt15,kntt6-c9-08,1
kntt6-ex-c9-kt15,kntt6-c9-09,1
kntt6-ex-c9-kt15,kntt6-c9-10,1
kntt6-ex-c9-kt45,kntt6-c9-01,1
kntt6-ex-c9-kt45,kntt6-c9-02,1
kntt6-ex-c9-kt45,kntt6-c9-03,1
kntt6-ex-c9-kt45,kntt6-c9-04,1
kntt6-ex-c9-kt45,kntt6-c9-05,1
kntt6-ex-c9-kt45,kntt6-c9-06,1
kntt6-ex-c9-kt45,kntt6-c9-07,1
kntt6-ex-c9-kt45,kntt6-c9-08,1
kntt6-ex-c9-kt45,kntt6-c9-09,1
kntt6-ex-c9-kt45,kntt6-c9-10,1
kntt6-ex-c9-kt45,kntt6-c9-11,1
kntt6-ex-c9-kt45,kntt6-c9-12,1
kntt6-ex-c9-kt45,kntt6-c9-13,1
kntt6-ex-c9-kt45,kntt6-c9-14,1
kntt6-ex-c9-kt45,kntt6-c9-15,1
kntt6-ex-c9-kt45,kntt6-c9-16,1
kntt6-ex-gk1,kntt6-c1-06,1
kntt6-ex-gk1,kntt6-c1-08,1
kntt6-ex-gk1,kntt6-c1-09,1
kntt6-ex-gk1,kntt6-c1-13,1
kntt6-ex-gk1,kntt6-c2-07,1
kntt6-ex-gk1,kntt6-c2-10,1
kntt6-ex-gk1,kntt6-c3-03,1
kntt6-ex-gk1,kntt6-c3-04,1
kntt6-ex-gk1,kntt6-c3-06,1
kntt6-ex-gk1,kntt6-c3-07,1
kntt6-ex-gk1,kntt6-c3-09,1
kntt6-ex-gk1,kntt6-c3-11,1
kntt6-ex-gk1,kntt6-c3-12,1
kntt6-ex-gk1,kntt6-c3-13,1
kntt6-ex-gk1,kntt6-c3-15,1
kntt6-ex-ck1,kntt6-c1-03,1
kntt6-ex-ck1,kntt6-c1-09,1
kntt6-ex-ck1,kntt6-c1-14,1
kntt6-ex-ck1,kntt6-c1-16,1
kntt6-ex-ck1,kntt6-c2-03,1
kntt6-ex-ck1,kntt6-c2-05,1
kntt6-ex-ck1,kntt6-c2-12,1
kntt6-ex-ck1,kntt6-c2-13,1
kntt6-ex-ck1,kntt6-c2-15,1
kntt6-ex-ck1,kntt6-c2-16,1
kntt6-ex-ck1,kntt6-c3-01,1
kntt6-ex-ck1,kntt6-c3-04,1
kntt6-ex-ck1,kntt6-c3-07,1
kntt6-ex-ck1,kntt6-c3-08,1
kntt6-ex-ck1,kntt6-c3-12,1
kntt6-ex-ck1,kntt6-c4-01,1
kntt6-ex-ck1,kntt6-c4-02,1
kntt6-ex-ck1,kntt6-c4-07,1
kntt6-ex-ck1,kntt6-c4-09,1
kntt6-ex-ck1,kntt6-c5-04,1
kntt6-ex-ck1,kntt6-c5-06,1
kntt6-ex-ck1,kntt6-c5-12,1
kntt6-ex-ck1,kntt6-c5-13,1
kntt6-ex-ck1,kntt6-c5-14,1
kntt6-ex-ck1,kntt6-c5-15,1
kntt6-ex-gk2,kntt6-c6-04,1
kntt6-ex-gk2,kntt6-c6-05,1
kntt6-ex-gk2,kntt6-c6-07,1
kntt6-ex-gk2,kntt6-c6-08,1
kntt6-ex-gk2,kntt6-c6-10,1
kntt6-ex-gk2,kntt6-c6-11,1
kntt6-ex-gk2,kntt6-c6-15,1
kntt6-ex-gk2,kntt6-c7-03,1
kntt6-ex-gk2,kntt6-c7-04,1
kntt6-ex-gk2,kntt6-c7-05,1
kntt6-ex-gk2,kntt6-c7-06,1
kntt6-ex-gk2,kntt6-c7-08,1
kntt6-ex-gk2,kntt6-c7-11,1
kntt6-ex-gk2,kntt6-c7-13,1
kntt6-ex-gk2,kntt6-c7-16,1
kntt6-ex-ck2,kntt6-c6-02,1
kntt6-ex-ck2,kntt6-c6-04,1
kntt6-ex-ck2,kntt6-c6-11,1
kntt6-ex-ck2,kntt6-c6-13,1
kntt6-ex-ck2,kntt6-c6-14,1
kntt6-ex-ck2,kntt6-c7-01,1
kntt6-ex-ck2,kntt6-c7-02,1
kntt6-ex-ck2,kntt6-c7-03,1
kntt6-ex-ck2,kntt6-c7-05,1
kntt6-ex-ck2,kntt6-c7-06,1
kntt6-ex-ck2,kntt6-c7-10,1
kntt6-ex-ck2,kntt6-c7-11,1
kntt6-ex-ck2,kntt6-c7-14,1
kntt6-ex-ck2,kntt6-c8-01,1
kntt6-ex-ck2,kntt6-c8-03,1
kntt6-ex-ck2,kntt6-c8-04,1
kntt6-ex-ck2,kntt6-c8-06,1
kntt6-ex-ck2,kntt6-c8-09,1
kntt6-ex-ck2,kntt6-c8-12,1
kntt6-ex-ck2,kntt6-c8-15,1
kntt6-ex-ck2,kntt6-c9-01,1
kntt6-ex-ck2,kntt6-c9-08,1
kntt6-ex-ck2,kntt6-c9-10,1
kntt6-ex-ck2,kntt6-c9-14,1
kntt6-ex-ck2,kntt6-c9-16,1
