NodeKey,OrderIndex,BlockType,ContentText,ContentUrl,MetadataJson
c1b13,2,Text,"Bài học thuộc **Chương 1. Số tự nhiên**. Mục tiêu: nắm được BC, BCNN và quy đồng mẫu số.",,
c1b13,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c2b1,1,Heading,# Bài 1. Số nguyên âm,,
c2b1,2,Text,Bài học thuộc **Chương 2. Số nguyên**. Mục tiêu: nắm được số nguyên âm và ý nghĩa thực tiễn.,,
c2b1,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c2b2,1,Heading,# Bài 2. Tập hợp các số nguyên,,
c2b2,2,Text,"Bài học thuộc **Chương 2. Số nguyên**. Mục tiêu: nắm được tập ℤ, trục số, số đối, so sánh.",,
c2b2,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c2b3,1,Heading,# Bài 3. Phép cộng các số nguyên,,
c2b3,2,Text,"Bài học thuộc **Chương 2. Số nguyên**. Mục tiêu: nắm được cộng hai số nguyên cùng dấu, khác dấu, tính chất.",,
c2b3,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c2b4,1,Heading,# Bài 4. Phép trừ số nguyên. Quy tắc dấu ngoặc,,
c2b4,2,Text,"Bài học thuộc **Chương 2. Số nguyên**. Mục tiêu: nắm được phép trừ, quy tắc dấu ngoặc.",,
c2b4,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c2b5,1,Heading,# Bài 5. Phép nhân các số nguyên,,
c2b5,2,Text,Bài học thuộc **Chương 2. Số nguyên**. Mục tiêu: nắm được nhân hai số nguyên và tính chất.,,
c2b5,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c2b6,1,Heading,# Bài 6. Phép chia hết hai số nguyên. Quan hệ chia hết trong tập hợp số nguyên,,
c2b6,2,Text,"Bài học thuộc **Chương 2. Số nguyên**. Mục tiêu: nắm được phép chia hết, ước và bội của số nguyên.",,
c2b6,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c3b1,1,Heading,# Bài 1. Tam giác đều. Hình vuông. Lục giác đều,,
c3b1,2,Text,Bài học thuộc **Chương 3. Hình học trực quan**. Mục tiêu: nắm được nhận biết và các yếu tố cơ bản.,,
c3b1,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c3b2,1,Heading,# Bài 2. Hình chữ nhật. Hình thoi,,
c3b2,2,Text,"Bài học thuộc **Chương 3. Hình học trực quan**. Mục tiêu: nắm được nhận biết, yếu tố cơ bản và cách vẽ.",,
c3b2,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c3b3,1,Heading,# Bài 3. Hình bình hành,,
c3b3,2,Text,"Bài học thuộc **Chương 3. Hình học trực quan**. Mục tiêu: nắm được nhận biết, yếu tố cơ bản và cách vẽ.",,
c3b3,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c3b4,1,Heading,# Bài 4. Hình thang cân,,
c3b4,2,Text,Bài học thuộc **Chương 3. Hình học trực quan**. Mục tiêu: nắm được nhận biết và các yếu tố cơ bản.,,
c3b4,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c3b5,1,Heading,# Bài 5. Hình có trục đối xứng,,
c3b5,2,Text,Bài học thuộc **Chương 3. Hình học trực quan**. Mục tiêu: nắm được trục đối xứng của một hình.,,
c3b5,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c3b6,1,Heading,# Bài 6. Hình có tâm đối xứng,,
c3b6,2,Text,Bài học thuộc **Chương 3. Hình học trực quan**. Mục tiêu: nắm được tâm đối xứng của một hình.,,
c3b6,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c3b7,1,Heading,# Bài 7. Đối xứng trong thực tiễn,,
c3b7,2,Text,Bài học thuộc **Chương 3. Hình học trực quan**. Mục tiêu: nắm được tính đối xứng trong tự nhiên và đời sống.,,
c3b7,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c3b8,1,Heading,# Bài 8. Chu vi và diện tích của một số hình trong thực tiễn,,
c3b8,2,Text,"Bài học thuộc **Chương 3. Hình học trực quan**. Mục tiêu: nắm được công thức chu vi, diện tích hình chữ nhật, hình thoi, hình bình hành, hình thang.",,
c3b8,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c4b1,1,Heading,"# Bài 1. Thu thập, tổ chức, biểu diễn, phân tích và xử lí dữ liệu",,
c4b1,2,Text,Bài học thuộc **Chương 4. Một số yếu tố thống kê và xác suất**. Mục tiêu: nắm được thu thập và tổ chức dữ liệu bằng bảng.,,
c4b1,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c4b2,1,Heading,# Bài 2. Biểu đồ cột,,
c4b2,2,Text,"Bài học thuộc **Chương 4. Một số yếu tố thống kê và xác suất**. Mục tiêu: nắm được đọc, phân tích và vẽ biểu đồ cột.",,
c4b2,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c4b3,1,Heading,# Bài 3. Biểu đồ cột kép,,
c4b3,2,Text,"Bài học thuộc **Chương 4. Một số yếu tố thống kê và xác suất**. Mục tiêu: nắm được đọc, phân tích và vẽ biểu đồ cột kép.",,
c4b3,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c4b4,1,Heading,# Bài 4. Mô hình xác suất trong một số trò chơi và thí nghiệm đơn giản,,
c4b4,2,Text,"Bài học thuộc **Chương 4. Một số yếu tố thống kê và xác suất**. Mục tiêu: nắm được mô hình xác suất, kết quả có thể.",,
c4b4,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c4b5,1,Heading,# Bài 5. Xác suất thực nghiệm trong một số trò chơi và thí nghiệm đơn giản,,
c4b5,2,Text,Bài học thuộc **Chương 4. Một số yếu tố thống kê và xác suất**. Mục tiêu: nắm được tính xác suất thực nghiệm.,,
c4b5,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c5b1,1,Heading,# Bài 1. Phân số với tử và mẫu là số nguyên,,
c5b1,2,Text,"Bài học thuộc **Chương 5. Phân số và số thập phân**. Mục tiêu: nắm được mở rộng phân số, phân số bằng nhau, tính chất cơ bản.",,
c5b1,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c5b2,1,Heading,# Bài 2. So sánh các phân số. Hỗn số dương,,
c5b2,2,Text,"Bài học thuộc **Chương 5. Phân số và số thập phân**. Mục tiêu: nắm được so sánh phân số, hỗn số dương.",,
c5b2,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c5b3,1,Heading,"# Bài 3. Phép cộng, phép trừ phân số",,
c5b3,2,Text,"Bài học thuộc **Chương 5. Phân số và số thập phân**. Mục tiêu: nắm được cộng, trừ phân số và tính chất.",,
c5b3,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c5b4,1,Heading,"# Bài 4. Phép nhân, phép chia phân số",,
c5b4,2,Text,"Bài học thuộc **Chương 5. Phân số và số thập phân**. Mục tiêu: nắm được nhân, chia phân số, số nghịch đảo.",,
c5b4,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c5b5,1,Heading,# Bài 5. Số thập phân,,
c5b5,2,Text,"Bài học thuộc **Chương 5. Phân số và số thập phân**. Mục tiêu: nắm được số thập phân, số đối, so sánh.",,
c5b5,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c5b6,1,Heading,"# Bài 6. Phép cộng, phép trừ số thập phân",,
c5b6,2,Text,"Bài học thuộc **Chương 5. Phân số và số thập phân**. Mục tiêu: nắm được cộng, trừ số thập phân và tính chất.",,
c5b6,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c5b7,1,Heading,"# Bài 7. Phép nhân, phép chia số thập phân",,
c5b7,2,Text,"Bài học thuộc **Chương 5. Phân số và số thập phân**. Mục tiêu: nắm được nhân, chia số thập phân.",,
c5b7,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c5b8,1,Heading,# Bài 8. Ước lượng và làm tròn số,,
c5b8,2,Text,Bài học thuộc **Chương 5. Phân số và số thập phân**. Mục tiêu: nắm được quy tắc làm tròn và ước lượng kết quả.,,
c5b8,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c5b9,1,Heading,# Bài 9. Tỉ số. Tỉ số phần trăm,,
c5b9,2,Text,"Bài học thuộc **Chương 5. Phân số và số thập phân**. Mục tiêu: nắm được tỉ số, tỉ số phần trăm và ứng dụng.",,
c5b9,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c5b10,1,Heading,# Bài 10. Hai bài toán về phân số,,
c5b10,2,Text,Bài học thuộc **Chương 5. Phân số và số thập phân**. Mục tiêu: nắm được tìm giá trị phân số của một số và bài toán ngược.,,
c5b10,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c6b1,1,Heading,# Bài 1. Điểm. Đường thẳng,,
c6b1,2,Text,"Bài học thuộc **Chương 6. Hình học phẳng**. Mục tiêu: nắm được điểm, đường thẳng, quan hệ thuộc, ba điểm thẳng hàng.",,
c6b1,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c6b2,1,Heading,# Bài 2. Hai đường thẳng cắt nhau. Hai đường thẳng song song,,
c6b2,2,Text,Bài học thuộc **Chương 6. Hình học phẳng**. Mục tiêu: nắm được vị trí tương đối của hai đường thẳng.,,
c6b2,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c6b3,1,Heading,# Bài 3. Đoạn thẳng,,
c6b3,2,Text,"Bài học thuộc **Chương 6. Hình học phẳng**. Mục tiêu: nắm được đoạn thẳng, độ dài, trung điểm.",,
c6b3,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c6b4,1,Heading,# Bài 4. Tia,,
c6b4,2,Text,"Bài học thuộc **Chương 6. Hình học phẳng**. Mục tiêu: nắm được khái niệm tia, hai tia đối nhau, hai tia trùng nhau.",,
c6b4,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c6b5,1,Heading,# Bài 5. Góc,,
c6b5,2,Text,"Bài học thuộc **Chương 6. Hình học phẳng**. Mục tiêu: nắm được khái niệm góc, điểm trong của góc.",,
c6b5,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
c6b6,1,Heading,# Bài 6. Số đo góc,,
c6b6,2,Text,"Bài học thuộc **Chương 6. Hình học phẳng**. Mục tiêu: nắm được đo góc, các loại góc, góc nhọn, vuông, tù, bẹt.",,
c6b6,3,Note,"**Chú ý.** Nội dung lý thuyết chi tiết, ví dụ và bài tập của bài này sẽ được cập nhật trong bản biên soạn đầy đủ.",,
